lecture_name,entity_name,context,question,answer,generated_answer
18100a-lecture-14-multicam_360p_16_9,algebraic operation,Full Lecture Transcript,"In the lecture, why does the definition of continuity at a point \(c\) involve the same \(\varepsilon\)–\(\delta\) condition that defines a limit, and give an explicit example of a function that fails to satisfy this condition at a point.","Because a limit of \(f\) at \(c\) is defined exactly by the same epsilon–delta condition that shows how \(f(x)\) can be made arbitrarily close to a given value by restricting \(x\) to be close enough to \(c\).  Continuity requires that this limit, when it exists, is *equal* to the actual value of the function at that point.  For example, the function \(f:\mathbb{R}\to\mathbb{R}\) defined by\n   \[ f(x)=\begin{cases}1,& x=0,\\2,& x\neq0,\end{cases} \]\n   is not continuous at \(0\) because no \(\delta>0\) makes \(|f(x)-f(0)|<1/2\) for all \(x\) with \(|x-0|<\delta\).","**Why the same ε–δ condition is used**

In the lecture the notion of *continuity at a point* is introduced as a special case of the limit.  
The limit of \(f\) at \(c\) is defined by

\[
\forall \varepsilon>0\;\exists \delta>0\;\forall x\;(0<|x-c|<\delta \implies |f(x)-L|<\varepsilon),
\]

where \(L\) is the value that the function approaches.  
Continuity at \(c\) is defined by the requirement that the limit of \(f\) at \(c\) **equals the actual value of the function at that point**:

\[
\lim_{x\to c}f(x)=f(c).
\]

Thus, to check continuity we simply plug \(L=f(c)\) into the ε–δ definition of a limit.  
The ε–δ condition therefore looks exactly the same as the limit condition, but with the
right‑hand side replaced by \(f(c)\).  In other words, continuity is “the limit exists and
coincides with the function value,” so the same ε–δ machinery is used.

---

**Explicit example of a function that fails the ε–δ condition at a point**

Consider

\[
f(x)=
\begin{cases}
1, & x=0,\\[4pt]
2, & x\neq 0 .
\end{cases}
\]

At the point \(c=0\) we have \(f(0)=1\).  
To test continuity we need

\[
\forall \varepsilon>0\;\exists \delta>0\;\forall x\;( |x-0|<\delta \implies |f(x)-f(0)|<\varepsilon).
\]

Take \(\varepsilon=\tfrac12\).  
For **any** \(\delta>0\) we can choose an \(x\) with \(0<|x|<\delta\) (for example \(x=\delta/2\)).  
Since \(x\neq 0\), \(f(x)=2\), and

\[
|f(x)-f(0)|=|2-1|=1 \ge \tfrac12 = \varepsilon .
\]

Thus the ε–δ condition fails for this \(\varepsilon\), and consequently \(f\) is **not continuous at \(0\)**.  This example matches the non‑example described in the lecture."
18100a-lecture-14-multicam_360p_16_9,algebraic operation,Full Lecture Transcript,"Using the theorem that links limits of functions to limits of sequences, explain why \(\displaystyle\lim_{x\to c}x^{2}=c^{2}\).","Take the function \(f(x)=x^{2}\).  By the theorem, to show \(\lim_{x\to c}x^{2}=c^{2}\) it suffices to take an arbitrary sequence \((x_{n})\) with \(x_{n}\to c\) and observe that \(\lim_{n\to\infty}x_{n}^{2}=(\lim_{n\to\infty}x_{n})^{2}=c^{2}\).  Thus every such sequence has limit \(c^{2}\), and the theorem gives the desired function limit.","**Answer**

Let \(f(x)=x^{2}\) and let \(c\in\mathbb{R}\).  
To prove that \(\displaystyle\lim_{x\to c}f(x)=c^{2}\) we use the theorem that connects limits of functions with limits of sequences:

> **Theorem (sequence criterion for limits).**  
> Let \(S\subseteq\mathbb{R}\) and let \(c\) be a cluster point of \(S\).  
> For a function \(f:S\to\mathbb{R}\) we have  
> \[
> \lim_{x\to c}f(x)=L
> \quad\Longleftrightarrow\quad
> \text{for every sequence }(x_{n})\subseteq S\setminus\{c\}\text{ with }x_{n}\to c,
> \text{ we have }f(x_{n})\to L .
> \]

So we must show that for **every** sequence \((x_{n})\) in the domain of \(f\) that converges to \(c\), the sequence \((x_{n}^{2})\) converges to \(c^{2}\).

Take an arbitrary sequence \((x_{n})\) with \(x_{n}\to c\).  
Since the limit of a sequence is unique, we have

\[
x_{n}\xrightarrow[n\to\infty]{}c .
\]

Now apply the algebraic limit theorem for sequences that we proved earlier:  
if two sequences converge, then their product converges to the product of their limits.  
Thus

\[
x_{n}^{2}=x_{n}\cdot x_{n}\xrightarrow[n\to\infty]{}c\cdot c=c^{2}.
\]

Because this holds for **every** sequence \((x_{n})\) converging to \(c\), the sequence criterion theorem tells us that

\[
\lim_{x\to c}x^{2}=c^{2}.
\]

Hence the limit of the function \(x\mapsto x^{2}\) at the point \(c\) is indeed \(c^{2}\)."
18100a-lecture-14-multicam_360p_16_9,algebraic operation,Full Lecture Transcript,Rephrase the equivalence stated in the lecture for one‑sided limits: what does \(\displaystyle\lim_{x\to c^{-}}f(x)=L\) mean in terms of sequences?,"The lecture states: *\(\displaystyle\lim_{x\to c^{-}}f(x)=L\) if and only if for every sequence \((x_{n})\) with \(x_{n}<c\) and \(x_{n}\to c\), we have \(\displaystyle\lim_{n\to\infty}f(x_{n})=L\).*","**Rephrased statement (one‑sided, left limit)**  

\[
\lim_{x\to c^{-}}f(x)=L
\quad\Longleftrightarrow\quad
\text{for every sequence }(x_n)\text{ with }x_n<c\text{ for all }n\text{ and }x_n\to c,
\text{ we have }f(x_n)\to L .
\]

In other words, whenever you take any sequence of points that lie strictly to the left of \(c\) and that converges to \(c\), the corresponding sequence of function values must converge to \(L\)."
18100a-lecture-14-multicam_360p_16_9,algebraic operation,Full Lecture Transcript,Write out the negation of the \(\varepsilon\)–\(\delta\) definition of continuity at a point and show why the function \(f(x)=1\) if \(x=0\) and \(f(x)=2\) if \(x\neq0\) is not continuous at \(0\).,"The negation of the epsilon–delta definition of continuity at \(c\) is: \(\exists\varepsilon_{0}>0\) such that \(\forall \delta>0\ \exists x\in S\) with \(0<|x-c|<\delta\) and \(|f(x)-f(c)|\ge\varepsilon_{0}\).  For the given function, choose \(\varepsilon_{0}=1\).  For any \(\delta>0\), take \(x\) with \(0<|x|<\delta\) (for instance \(x=\delta/2\)).  Then \(x\neq0\), so \(f(x)=2\) and \(f(0)=1\), and \(|f(x)-f(0)|=1\ge\varepsilon_{0}\).  Hence the condition is satisfied, so the function is not continuous at \(0\).","**Negation of the ε–δ definition of continuity**

Let \(f:S\subseteq\mathbb R\to\mathbb R\) and let \(c\in S\).  
The ε–δ definition of *continuity at \(c\)* is

\[
\forall\,\varepsilon>0\;\exists\,\delta>0\;\forall\,x\in S
\bigl(|x-c|<\delta \;\Longrightarrow\; |f(x)-f(c)|<\varepsilon\bigr).
\]

To negate this statement we reverse the quantifiers and the implication:

\[
\exists\,\varepsilon_{0}>0\;\forall\,\delta>0\;\exists\,x\in S
\bigl(|x-c|<\delta \;\text{and}\; |f(x)-f(c)|\ge \varepsilon_{0}\bigr).
\]

In words: *there is a positive number \(\varepsilon_{0}\) such that no matter how small a neighbourhood of \(c\) we take, we can always find a point \(x\) in that neighbourhood for which the function value is at least \(\varepsilon_{0}\) away from \(f(c)\).*

---

**Why \(f(x)=1\) if \(x=0\) and \(f(x)=2\) if \(x\neq0\) is not continuous at \(0\)**

1. **Identify the point and the function value.**  
   Here \(c=0\) and \(f(0)=1\).

2. **Choose a “bad” \(\varepsilon_{0}\).**  
   Take \(\varepsilon_{0}=1\).  
   (Any positive number \(\le 1\) would work, but 1 is convenient.)

3. **Show that for every \(\delta>0\) we can find an \(x\) with the required properties.**  
   Let \(\delta>0\) be arbitrary.  
   Choose any \(x\neq 0\) with \(|x|<\delta\); for instance \(x=\frac{\delta}{2}\).  
   Then

   \[
   |x-0|=|x|<\delta,
   \]
   and because \(x\neq 0\),

   \[
   f(x)=2,\qquad f(0)=1,
   \]
   so

   \[
   |f(x)-f(0)|=|2-1|=1\ge \varepsilon_{0}.
   \]

   Thus the pair \((x,\delta)\) satisfies the condition in the negated statement.

4. **Conclusion.**  
   Since we have found an \(\varepsilon_{0}>0\) (namely \(1\)) such that for every \(\delta>0\) there exists an \(x\) with \(|x-0|<\delta\) and \(|f(x)-f(0)|\ge\varepsilon_{0}\), the negated definition is true.  
   Therefore \(f\) is **not** continuous at \(0\).

This argument follows exactly the negation of the ε–δ definition that was discussed in the lecture."
18100a-lecture-15-multicam_360p_16_9,absolute value,Full Lecture Transcript,"In a lecture about continuity, it was argued that if a point \(c\) in a set \(S \subseteq \mathbb R\) is **not** a cluster point of \(S\), then **any** function \(f:S \to \mathbb R\) is continuous at \(c\).  Explain, in your own words, why this special case is trivial from the point‑wise definition of continuity.","When \(c\) is not a cluster point, there exists a \(\delta_0>0\) such that the punctured \(\delta_0\)–neighbourhood of \(c\) contains no points of \(S\).  Thus for any \(x\in S\) with \(|x-c|<\delta_0\) we must have \(x=c\).  The continuity condition \(|f(x)-f(c)|<\varepsilon\) therefore holds automatically (since the only such \(x\) is \(c\) itself, giving difference \(0\)).  Hence \(f\) is continuous at \(c\) for any choice of \(f\).","Because the definition of continuity at a point is a *point‑wise* statement, it only talks about what happens to the values of the function at points that are “close” to the point in question.  

For a point \(c\in S\) the definition says:

> \(f\) is continuous at \(c\)  \(\iff\)  for every \(\varepsilon>0\) there exists \(\delta>0\) such that  
>  whenever \(x\in S\) and \(|x-c|<\delta\), we have \(|f(x)-f(c)|<\varepsilon\).

Now suppose \(c\) is **not** a cluster point of \(S\).  
By definition of a cluster point this means that there is some radius \(\delta_{0}>0\) for which the punctured neighbourhood of \(c\) contains no other points of \(S\):

\[
\bigl(S\cap (c-\delta_{0},\,c+\delta_{0})\bigr)\setminus\{c\}=\varnothing .
\]

In other words, the only point of \(S\) that lies within distance \(\delta_{0}\) of \(c\) is \(c\) itself.  

Take any \(\varepsilon>0\).  
Choose \(\delta=\delta_{0}\).  
If \(x\in S\) and \(|x-c|<\delta\), then the only possibility is \(x=c\).  
Hence

\[
|f(x)-f(c)| = |f(c)-f(c)| = 0 < \varepsilon .
\]

Thus the \(\varepsilon\)–\(\delta\) condition is satisfied for every \(\varepsilon\), regardless of what the function \(f\) does elsewhere.  

So when \(c\) is not a cluster point, the continuity condition is automatically fulfilled for **any** function \(f:S\to\mathbb{R}\). This is why the case is considered trivial."
18100a-lecture-15-multicam_360p_16_9,absolute value,Full Lecture Transcript,"According to the discussion, for a cluster point \(c\) of \(S\) continuity of \(f:S \to \mathbb R\) at \(c\) is equivalent to \(\displaystyle \lim_{x \to c}f(x)=f(c)\).  State precisely what this equivalence means in terms of \(\epsilon\)-\(\delta\) conditions.","The equivalence states that for all \(\varepsilon>0\) there exists \(\delta>0\) such that whenever \(x\in S\setminus\{c\}\) and \(|x-c|<\delta\), we have \(|f(x)-f(c)|<\varepsilon\).  In other words, the limit \(\lim_{x\to c}f(x)\) exists and equals the function value \(f(c)\) at the cluster point \(c\).","**Equivalence (in ε–δ language)**  

Let \(S\subset\mathbb R\), \(c\in S\) and \(f:S\to\mathbb R\).  
Assume that \(c\) is a **cluster point** of \(S\) (i.e. every deleted neighbourhood of \(c\) contains points of \(S\)).  
Then the following two statements are equivalent:

1. **Continuity of \(f\) at \(c\).**  
   \[
   \forall\,\varepsilon>0\;\exists\,\delta>0\;\text{such that}\;
   \bigl(0<|x-c|<\delta\ \text{and}\ x\in S\bigr)\;\Longrightarrow\;|f(x)-f(c)|<\varepsilon .
   \]

2. **Limit of \(f\) at \(c\) equals the function value.**  
   \[
   \lim_{x\to c}f(x)=f(c)\quad\text{iff}\quad
   \forall\,\varepsilon>0\;\exists\,\delta>0\;\text{such that}\;
   \bigl(0<|x-c|<\delta\ \text{and}\ x\in S\bigr)\;\Longrightarrow\;|f(x)-f(c)|<\varepsilon .
   \]

Thus, for a cluster point \(c\) of \(S\), saying that \(f\) is continuous at \(c\) is exactly the same as saying that the limit of \(f(x)\) as \(x\) approaches \(c\) equals \(f(c)\); both are expressed by the same ε–δ condition above."
18100a-lecture-15-multicam_360p_16_9,absolute value,Full Lecture Transcript,"The lecture established a sequential characterisation of continuity: \(f\) is continuous at \(c\) iff for every sequence \((x_n)\) in \(S\) with \(x_n\to c\) we have \(f(x_n)\to f(c)\).  Outline a brief proof of the direction ‘if the limit condition holds for all such sequences, then \(f\) is continuous at \(c\)’.  Why does this direction not follow automatically from the definition?","Assume the sequential condition: for every sequence \((x_n)\subset S\) with \(x_n\to c\), we have \(f(x_n)\to f(c)\).  Suppose for a contradiction that \(f\) is not continuous at \(c\).  Then there exists \(\varepsilon_0>0\) such that for all \(\delta>0\) we can choose \(x\in S\) with \(|x-c|<\delta\) and \(|f(x)-f(c)|\ge\varepsilon_0\).  Choosing \(\delta=1/n\) we build a sequence \(x_n\to c\) with \(|f(x_n)-f(c)|\ge\varepsilon_0\) for all \(n\), contradicting the sequential condition.  Thus \(f\) must be continuous at \(c\).","**Outline of the proof**

Assume that  

\[
\forall (x_n)\subset S,\;x_n\to c\;\Longrightarrow\;f(x_n)\to f(c).
\]

We want to show that \(f\) is continuous at \(c\) in the \(\varepsilon\!-\!\delta\) sense.

1. **Suppose, for a contradiction, that \(f\) is not continuous at \(c\).**  
   Then there exists an \(\varepsilon_0>0\) such that for every \(\delta>0\) we can find an
   \(x\in S\) with \(|x-c|<\delta\) but \(|f(x)-f(c)|\ge \varepsilon_0\).

2. **Construct a sequence that violates the sequential condition.**  
   For each \(n\in\mathbb N\) choose \(x_n\in S\) with  

   \[
   |x_n-c|<\frac1n \quad\text{and}\quad |f(x_n)-f(c)|\ge \varepsilon_0 .
   \]

   The choice is possible by the assumption that continuity fails.

3. **Check the properties of the constructed sequence.**  
   * Because \(|x_n-c|<1/n\), we have \(x_n\to c\).  
   * Because \(|f(x_n)-f(c)|\ge \varepsilon_0\) for all \(n\), the sequence
     \((f(x_n))\) does **not** converge to \(f(c)\).

4. **Contradiction.**  
   This contradicts the hypothesis that every sequence converging to \(c\)
   has its image converge to \(f(c)\).  
   Hence our assumption that \(f\) is not continuous must be false.

Therefore \(f\) is continuous at \(c\).

---

**Why this direction is not automatic from the definition**

The definition of continuity at \(c\) is the \(\varepsilon\!-\!\delta\) statement:

\[
\forall \varepsilon>0\;\exists \delta>0\;\forall x\in S\;
(|x-c|<\delta \implies |f(x)-f(c)|<\varepsilon).
\]

This quantifier structure is different from the sequential statement, which
quantifies over *all sequences* converging to \(c\).  
From the \(\varepsilon\!-\!\delta\) definition it is immediate that any
sequence \(x_n\to c\) will satisfy \(|f(x_n)-f(c)|<\varepsilon\) eventually,
hence \(f(x_n)\to f(c)\).  
The converse, however, requires a non‑trivial argument: we must show that
if no \(\delta\) works for some \(\varepsilon\), we can build a sequence
violating the sequential condition.  This construction (as above) is
essential; the implication does not follow by a simple logical
rearrangement of the quantifiers.  Hence the sequential characterization
needs an explicit proof to establish the \(\varepsilon\!-\!\delta\) continuity."
18100a-lecture-15-multicam_360p_16_9,absolute value,Full Lecture Transcript,"A classic example of a function that is discontinuous at every point was given: \(g(x)=1\) if \(x\) is irrational and \(g(x)=0\) if \(x\) is rational.  Using the sequential criterion for continuity, explain why \(g\) fails to be continuous at any real number \(c\).","For a given \(c\in\mathbb R\) pick two sequences: \(x_n=c+1/n\) (irrational) and \(y_n=c+1/(2n)\) (rational).  Both converge to \(c\).  Since \(g(x_n)=1\) for all \(n\) and \(g(y_n)=0\) for all \(n\), the limits along these sequences are \(1\) and \(0\) respectively, which are different from each other and from \(g(c)\) (depending on whether \(c\) is rational or irrational).  Thus the sequential criterion fails, so \(g\) is not continuous at any \(c\).","**Answer**

The sequential criterion for continuity says that a function \(f\) is continuous at a point \(c\) iff for **every** sequence \((x_n)\) that converges to \(c\) we have  

\[
f(x_n)\longrightarrow f(c).
\]

To show that \(g\) is *not* continuous at any real number \(c\) we only need to exhibit, for each \(c\), a single sequence \((x_n)\) converging to \(c\) for which the sequence \(g(x_n)\) does **not** converge to \(g(c)\).

---

### 1.  The case \(c\) rational  

Let \(c\in\mathbb{Q}\).  
Choose a sequence of irrational numbers that converges to \(c\); for instance

\[
x_n = c + \frac{1}{n}\sqrt{2}\quad(\text{or any other irrational sequence approaching }c).
\]

Because each \(x_n\) is irrational, \(g(x_n)=1\) for all \(n\).  
Hence \(g(x_n)\to 1\).

But \(g(c)=0\) (since \(c\) is rational).  
Thus \(g(x_n)\) does **not** converge to \(g(c)\).  
By the sequential criterion, \(g\) is not continuous at this rational \(c\).

---

### 2.  The case \(c\) irrational  

Let \(c\notin\mathbb{Q}\).  
Now pick a sequence of rational numbers converging to \(c\); for example

\[
x_n = c + \frac{1}{n}\quad(\text{or any rational sequence approaching }c).
\]

Each \(x_n\) is rational, so \(g(x_n)=0\) for all \(n\).  
Thus \(g(x_n)\to 0\).

But \(g(c)=1\) (since \(c\) is irrational).  
Again \(g(x_n)\) does **not** converge to \(g(c)\).  
Therefore \(g\) is not continuous at this irrational \(c\).

---

### 3.  Conclusion  

Because the rationals and irrationals are both dense in \(\mathbb{R}\), for **every** real number \(c\) we can find a sequence of rationals or a sequence of irrationals converging to \(c\) that forces \(g(x_n)\) to converge to a value different from \(g(c)\).  
Hence, by the sequential criterion, \(g\) fails to be continuous at any real number \(c\)."
18100a-lecture-15-multicam_360p_16_9,absolute value,Full Lecture Transcript,"The lecture described several algebraic operations that preserve continuity (e.g., sum, product, quotient, composition).  Pick one of these operations and give a concise justification—using the sequential approach—of why the operation keeps a function continuous at a point \(c\) when all the involved functions are continuous at the appropriate points.","Consider the product operation: if \(f\) and \(g\) are continuous at \(c\), then for any sequence \(x_n\to c\) we have \(f(x_n)\to f(c)\) and \(g(x_n)\to g(c)\).  By the theorem on limits of products of convergent sequences, \(f(x_n)g(x_n)\to f(c)g(c)\).  Hence the sequence \(h(x_n)=f(x_n)g(x_n)\) tends to \(h(c)=f(c)g(c)\), proving that the product function \(h=f\,g\) is continuous at \(c\).","**Operation chosen:** Sum of two functions  

**Sequential justification**

Let \(f,g : S\to\mathbb{R}\) and suppose \(c\in S\) is a cluster point of \(S\).  
Assume that both \(f\) and \(g\) are continuous at \(c\).

Take any sequence \((x_n)\subset S\) with \(x_n\to c\).  
By continuity of \(f\) at \(c\) we have  
\[
f(x_n)\longrightarrow f(c),
\]
and by continuity of \(g\) at \(c\) we have  
\[
g(x_n)\longrightarrow g(c).
\]

The theorem proved earlier in the lecture states that the sum of two convergent sequences converges to the sum of their limits. Hence
\[
f(x_n)+g(x_n)\longrightarrow f(c)+g(c).
\]

But \(f(x_n)+g(x_n)=(f+g)(x_n)\) and \(f(c)+g(c)=(f+g)(c)\).  
Thus for every sequence \((x_n)\) converging to \(c\), the sequence \((f+g)(x_n)\) converges to \((f+g)(c)\).

By the sequential characterization of continuity, this shows that \(f+g\) is continuous at \(c\)."
18100a-lecture-15-multicam_360p_16_9,complex unit circle,Full Lecture Transcript,"In the lecture, how is continuity at a point \(c\in S\) characterized when \(c\) is a cluster point of \(S\)?","If \(c\) is a cluster point of \(S\), then \(f\) is continuous at \(c\) if and only if \(\displaystyle \lim_{x\to c} f(x)=f(c)\).","When \(c\) is a **cluster point** of the domain \(S\), the lecture states that  

\[
f \text{ is continuous at } c \quad\Longleftrightarrow\quad 
\lim_{x\to c,\;x\in S} f(x)=f(c).
\]

Equivalently, using sequences,  

\[
f \text{ is continuous at } c \quad\Longleftrightarrow\quad 
\text{for every sequence }(x_n)\subset S \text{ with }x_n\to c,\;
f(x_n)\to f(c).
\]"
18100a-lecture-15-multicam_360p_16_9,complex unit circle,Full Lecture Transcript,"According to the discussion, what conclusion can be drawn about a function’s continuity at a point \(c\in S\) that is not a cluster point of \(S\)?","If \(c\) is not a cluster point of \(S\), then \(f\) is automatically continuous at \(c\) regardless of its behaviour elsewhere in \(S\).","If \(c\in S\) is **not** a cluster point of \(S\), then **every** function \(f:S\to\mathbb{R}\) is automatically continuous at \(c\).  In other words, the lack of other points of \(S\) arbitrarily close to \(c\) forces \(f\) to be continuous there."
18100a-lecture-15-multicam_360p_16_9,complex unit circle,Full Lecture Transcript,What sequential test for continuity at a point \(c\) is stated in the theorem proved during the lecture? Please write the condition in full.,"The sequential test says: \(f\) is continuous at \(c\) iff for every sequence \((x_n)\subset S\) with \(\lim_{n\to\infty}x_n=c\), one has \(\displaystyle \lim_{n\to\infty} f(x_n)=f(c)\).","**Sequential test for continuity at a point \(c\)**  

\(f\) is continuous at \(c\) **iff** for **every** sequence \((x_n)\) of points in the domain \(S\) such that  

\[
x_n \longrightarrow c \quad\text{as }n\to\infty,
\]

the image sequence satisfies  

\[
f(x_n) \longrightarrow f(c) \quad\text{as }n\to\infty .
\]"
18100a-lecture-15-multicam_360p_16_9,complex unit circle,Full Lecture Transcript,"The lecture provides the function \(f(x)=1\) if \(x\notin\mathbb Q\) and \(f(x)=0\) if \(x\in\mathbb Q\). Explain, using the sequential criterion, why this function is not continuous at any real number.","The set of rationals and irrationals is dense in \(\mathbb R\). For any real \(c\), choose a sequence of rationals \(q_n\to c\) and a sequence of irrationals \(r_n\to c\). Then \(f(q_n)=0\) for all \(n\) while \(f(r_n)=1\) for all \(n\). Hence \(\lim f(q_n)=0\neq1=\lim f(r_n)\), so the limit of \(f(x_n)\) cannot equal \(f(c)\) for every sequence converging to \(c\). Therefore \(f\) is not continuous at any \(c\).","**Sequential criterion for continuity**

A function \(f:S\to\mathbb R\) is continuous at a point \(c\in S\) **iff** for every sequence \((x_n)\subset S\) that converges to \(c\) we have  
\[
f(x_n)\longrightarrow f(c).
\]

---

### The function in question

\[
f(x)=
\begin{cases}
1,& x\notin\mathbb Q\quad(\text{irrational})\\[4pt]
0,& x\in\mathbb Q\quad(\text{rational})
\end{cases}
\]

We want to show that \(f\) fails the sequential criterion at **every** real number \(c\).

---

### Step 1 – Construct two special sequences

For any real number \(c\) we can find:

1. **A rational sequence** \((q_n)\) with \(q_n\in\mathbb Q\) and \(q_n\to c\).  
   (This follows from the density of \(\mathbb Q\) in \(\mathbb R\).)

2. **An irrational sequence** \((\alpha_n)\) with \(\alpha_n\notin\mathbb Q\) and \(\alpha_n\to c\).  
   (This follows from the density of \(\mathbb R\setminus\mathbb Q\) in \(\mathbb R\).)

Both sequences lie in the domain of \(f\) and converge to the same point \(c\).

---

### Step 2 – Evaluate \(f\) on these sequences

- For the rational sequence \((q_n)\):
  \[
  f(q_n)=0 \quad\text{for all }n,
  \]
  so \(f(q_n)\to 0\).

- For the irrational sequence \((\alpha_n)\):
  \[
  f(\alpha_n)=1 \quad\text{for all }n,
  \]
  so \(f(\alpha_n)\to 1\).

Thus, **two different limits** arise from two sequences that both converge to \(c\).

---

### Step 3 – Compare with \(f(c)\)

- If \(c\) is rational, then \(f(c)=0\).  
  The irrational sequence gives a limit \(1\neq f(c)\).

- If \(c\) is irrational, then \(f(c)=1\).  
  The rational sequence gives a limit \(0\neq f(c)\).

In either case, there exists a sequence \((x_n)\to c\) such that \(f(x_n)\) does **not** converge to \(f(c)\).

---

### Conclusion

Because the sequential criterion fails at every real number \(c\), the function

\[
f(x)=
\begin{cases}
1,& x\notin\mathbb Q\\
0,& x\in\mathbb Q
\end{cases}
\]

is **not continuous at any real number**."
18100a-lecture-15-multicam_360p_16_9,complex unit circle,Full Lecture Transcript,"What does the theorem about the sum of two continuous functions state, and how does the sequential characterization of continuity justify this result?","The theorem states: if \(f\) and \(g\) are continuous at \(c\), then the sum \(f+g\) is continuous at \(c\). Using the sequential criterion, for any sequence \(x_n\to c\) we have \(\lim f(x_n)=f(c)\) and \(\lim g(x_n)=g(c)\). By the limit law for sums of sequences, \(\lim (f+g)(x_n)=f(c)+g(c)=(f+g)(c)\), satisfying the sequential test for continuity.","**Theorem (sum of two continuous functions).**  
If \(f\) and \(g\) are continuous at a point \(c\in S\subset\mathbb{R}\), then the function  
\[
h(x)=f(x)+g(x)
\]
is also continuous at \(c\).

---

**Why the sequential characterization gives this result**

1. **Sequential definition of continuity**  
   A function \(f\) is continuous at \(c\) iff for every sequence \((x_n)\) in \(S\) with \(x_n\to c\) we have  
   \[
   f(x_n)\longrightarrow f(c).
   \]

2. **Apply to \(f\) and \(g\)**  
   Because \(f\) and \(g\) are continuous at \(c\), for any sequence \((x_n)\) converging to \(c\) we have  
   \[
   f(x_n)\to f(c)\quad\text{and}\quad g(x_n)\to g(c).
   \]

3. **Use the algebra of limits for sequences**  
   The lecture proved that if two sequences converge, then the sequence of their sums converges to the sum of the limits:
   \[
   \text{If } a_n\to a \text{ and } b_n\to b,\text{ then } a_n+b_n\to a+b.
   \]
   Applying this to \(a_n=f(x_n)\) and \(b_n=g(x_n)\) gives  
   \[
   f(x_n)+g(x_n)\;\longrightarrow\; f(c)+g(c).
   \]

4. **Recognize the limit as the value of \(h\) at \(c\)**  
   The left‑hand side is \((f+g)(x_n)\) and the right‑hand side is \((f+g)(c)\).  
   Hence for every sequence \((x_n)\) with \(x_n\to c\),  
   \[
   (f+g)(x_n)\to (f+g)(c).
   \]

5. **Conclude continuity of \(f+g\)**  
   By the sequential characterization, this is exactly the condition that \(f+g\) is continuous at \(c\).

Thus the theorem that the sum of two continuous functions is continuous follows directly from the sequential definition of continuity and the basic limit law for sums of convergent sequences."
18100a-lecture-15-multicam_360p_16_9,subset of r,Full Lecture Transcript,"In the discussion of continuity on a subset \(S\subset\mathbb{R}\), what are the two separate situations for a point \(C\in S\) and why does the situation where \(C\) is not a cluster point lead to automatic continuity of any function \(f\) at \(C\)?","The two situations are: (1) \(C\) is a cluster point of \(S\); (2) \(C\) is not a cluster point. When \(C\) is not a cluster point, there exists a neighbourhood of \(C\) that contains no other points of \(S\) besides \(C\) itself. Thus for any \(x\in S\) sufficiently close to \(C\) we must have \(x=C\), and consequently \(|f(x)-f(C)|=0<\varepsilon\). Hence every function is continuous at such a point.","**Two situations for a point \(C\in S\)**  

1. **\(C\) is a cluster (limit) point of \(S\).**  
   In this case there are points of \(S\) arbitrarily close to \(C\) (but not equal to \(C\)).  Continuity at such a point is a genuine condition: we must have  

   \[
   \lim_{x\to C,\;x\in S}f(x)=f(C),
   \]

   or equivalently, for every sequence \((x_n)\subset S\) with \(x_n\to C\) we must have \(f(x_n)\to f(C)\).

2. **\(C\) is **not** a cluster point of \(S\).**  
   Here there is a neighbourhood of \(C\) that contains no other points of \(S\) besides \(C\) itself.  In other words, there exists \(\delta_0>0\) such that  

   \[
   (C-\delta_0,C+\delta_0)\cap S=\{C\}.
   \]

   Because of this, the \(\varepsilon\)-\(\delta\) condition for continuity is automatically satisfied: for any \(\varepsilon>0\) we can pick any \(\delta>0\) (for instance \(\delta=\delta_0\)).  If \(x\in S\) and \(|x-C|<\delta\), then necessarily \(x=C\), so  

   \[
   |f(x)-f(C)|=|f(C)-f(C)|=0<\varepsilon .
   \]

   Thus **every** function \(f:S\to\mathbb{R}\) is continuous at \(C\) when \(C\) is not a cluster point of \(S\).  The lack of nearby points makes the continuity condition trivial."
18100a-lecture-15-multicam_360p_16_9,subset of r,Full Lecture Transcript,State the exact equivalence between the existence of the limit \(\lim_{x\to C}f(x)=L\) and the behavior of every sequence \((x_n)\subset S\) that converges to \(C\).,"The theorem states that for a subset \(S\subset\mathbb{R}\) and a cluster point \(C\in S\), \[\lim_{x\to C}f(x)=L \quad\text{iff}\quad \forall\,(x_n\subset S,\;x_n\to C)\;\; f(x_n)\to L.\] In particular, if the limit equals \(f(C)\), then continuity at \(C\) is equivalent to all sequences converging to \(C\) having images converge to \(f(C)\).","**Equivalence (Sequential Characterisation of a Limit)**  

Let \(S\subset\mathbb{R}\) and let \(C\) be a cluster point of \(S\).  
Then  

\[
\lim_{x\to C}f(x)=L
\]

**iff**

for **every** sequence \((x_n)\subset S\) that converges to \(C\) (i.e. \(x_n\to C\)), the sequence of function values \(\bigl(f(x_n)\bigr)\) converges to \(L\) (i.e. \(f(x_n)\to L\)).  

In other words, the limit of \(f\) at \(C\) exists and equals \(L\) exactly when all sequences in the domain that approach \(C\) are sent by \(f\) to sequences that approach \(L\)."
